report_num,filing_date,url,report_type,report_name,cik_num
000129993315000059,2015-01-13,https://www.sec.gov/Archives/edgar/data//0001321741/000129993315000059/0001299933-15-000059-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312514446622,2014-12-18,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514446622/0001193125-14-446622-index.html,Form 40-17G,Form 40-17G - Fidelity Bond [Rule 17G-1(g)]:,0001321741
000148244214000003,2014-12-10,https://www.sec.gov/Archives/edgar/data//0001321741/000148244214000003/0001482442-14-000003-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000123827914000002,2014-12-10,https://www.sec.gov/Archives/edgar/data//0001321741/000123827914000002/0001238279-14-000002-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000162650914000004,2014-11-26,https://www.sec.gov/Archives/edgar/data//0001321741/000162650914000004/0001626509-14-000004-index.html,Form 3,Form 3 - Initial statement of beneficial ownership of securities:,0001321741
000129993314001832,2014-11-25,https://www.sec.gov/Archives/edgar/data//0001321741/000129993314001832/0001299933-14-001832-index.html,Form 8-K,Form 8-K - Current report:,0001321741
999999999714015277,2014-11-21,https://www.sec.gov/Archives/edgar/data//0001321741/999999999714015277/9999999997-14-015277-index.html,Form CERTNAS,Form CERTNAS - Certification by the Nasdaq Stock Market approving securities for listing:,0001321741
000129993314001787,2014-11-19,https://www.sec.gov/Archives/edgar/data//0001321741/000129993314001787/0001299933-14-001787-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000090019914000003,2014-11-17,https://www.sec.gov/Archives/edgar/data//0001321741/000090019914000003/0000900199-14-000003-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000119312514409332,2014-11-12,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514409332/0001193125-14-409332-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312514406395,2014-11-10,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514406395/0001193125-14-406395-index.html,Form POS EX,Form POS EX - Post-effective amendment adding exhibits to registration statement [Rule 462(d)]:,0001321741
000119312514403631,2014-11-07,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514403631/0001193125-14-403631-index.html,Form 8-A12B,Form 8-A12B - Registration of securities [Section 12(b)]:,0001321741
000119312514401163,2014-11-06,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514401163/0001193125-14-401163-index.html,Form 497,Form 497 - Definitive materials:,0001321741
000119312514398604,2014-11-05,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514398604/0001193125-14-398604-index.html,Form 497AD,Form 497AD - Filing by certain investment companies of Rule 482 advertising [Rule 497 and 482(c)]:,0001321741
000119312514396212,2014-11-04,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514396212/0001193125-14-396212-index.html,Form POS EX,Form POS EX - Post-effective amendment adding exhibits to registration statement [Rule 462(d)]:,0001321741
000119312514393201,2014-11-03,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514393201/0001193125-14-393201-index.html,Form 497AD,Form 497AD - Filing by certain investment companies of Rule 482 advertising [Rule 497 and 482(c)]:,0001321741
000119312514393193,2014-11-03,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514393193/0001193125-14-393193-index.html,Form 497,Form 497 - Definitive materials:,0001321741
000117184314005026,2014-10-29,https://www.sec.gov/Archives/edgar/data//0001321741/000117184314005026/0001171843-14-005026-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312514385123,2014-10-28,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514385123/0001193125-14-385123-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000147524614000005,2014-10-15,https://www.sec.gov/Archives/edgar/data//0001321741/000147524614000005/0001475246-14-000005-index.html,Form 3,Form 3 - Initial statement of beneficial ownership of securities:,0001321741
000129993314001543,2014-10-07,https://www.sec.gov/Archives/edgar/data//0001321741/000129993314001543/0001299933-14-001543-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000129993314001462,2014-09-22,https://www.sec.gov/Archives/edgar/data//0001321741/000129993314001462/0001299933-14-001462-index.html,Form 8-K,Form 8-K - Current report:,0001321741
999999999514002668,2014-09-05,https://www.sec.gov/Archives/edgar/data//0001321741/999999999514002668/9999999995-14-002668-index.html,Form EFFECT,Form EFFECT - Notice of Effectiveness:,0001321741
000119312514329279,2014-09-02,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514329279/0001193125-14-329279-index.html,Form CORRESP,Form CORRESP - Correspondence:,0001321741
000119312514329253,2014-09-02,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514329253/0001193125-14-329253-index.html,Form POS 8C,Form POS 8C - Post-effective amendments filed by certain investment companies [Section 8(c)]:,0001321741
000119312514306625,2014-08-12,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514306625/0001193125-14-306625-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000123828414000003,2014-08-11,https://www.sec.gov/Archives/edgar/data//0001321741/000123828414000003/0001238284-14-000003-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000117184314003494,2014-07-29,https://www.sec.gov/Archives/edgar/data//0001321741/000117184314003494/0001171843-14-003494-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312514283061,2014-07-28,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514283061/0001193125-14-283061-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000161447314000002,2014-07-24,https://www.sec.gov/Archives/edgar/data//0001321741/000161447314000002/0001614473-14-000002-index.html,Form 3,Form 3 - Initial statement of beneficial ownership of securities:,0001321741
000119312514277088,2014-07-23,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514277088/0001193125-14-277088-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
000117184314003270,2014-07-15,https://www.sec.gov/Archives/edgar/data//0001321741/000117184314003270/0001171843-14-003270-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312514266542,2014-07-11,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514266542/0001193125-14-266542-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
000119312514255752,2014-06-30,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514255752/0001193125-14-255752-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312514248633,2014-06-25,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514248633/0001193125-14-248633-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
000119312514243233,2014-06-20,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514243233/0001193125-14-243233-index.html,Form DEF 14A,Form DEF 14A - Other definitive proxy statements:,0001321741
000119312514224050,2014-06-03,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514224050/0001193125-14-224050-index.html,Form POS 8C,Form POS 8C - Post-effective amendments filed by certain investment companies [Section 8(c)]:,0001321741
000119312514197317,2014-05-13,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514197317/0001193125-14-197317-index.html,Form 10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]:",0001321741
000117184314002346,2014-05-13,https://www.sec.gov/Archives/edgar/data//0001321741/000117184314002346/0001171843-14-002346-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312514192702,2014-05-09,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514192702/0001193125-14-192702-index.html,Form PRE 14A,Form PRE 14A - Other preliminary proxy statements:,0001321741
000129993314000546,2014-04-08,https://www.sec.gov/Archives/edgar/data//0001321741/000129993314000546/0001299933-14-000546-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000147524614000003,2014-03-24,https://www.sec.gov/Archives/edgar/data//0001321741/000147524614000003/0001475246-14-000003-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000123827914000001,2014-03-18,https://www.sec.gov/Archives/edgar/data//0001321741/000123827914000001/0001238279-14-000001-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000090019914000002,2014-02-12,https://www.sec.gov/Archives/edgar/data//0001321741/000090019914000002/0000900199-14-000002-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000148244214000001,2014-02-12,https://www.sec.gov/Archives/edgar/data//0001321741/000148244214000001/0001482442-14-000001-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000123828414000001,2014-02-11,https://www.sec.gov/Archives/edgar/data//0001321741/000123828414000001/0001238284-14-000001-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000108636414002090,2014-02-07,https://www.sec.gov/Archives/edgar/data//0001321741/000108636414002090/0001086364-14-002090-index.html,Form SC 13G/A,Form SC 13G/A - Statement of acquisition of beneficial ownership by individuals: ,0001321741
000152440814000004,2014-02-05,https://www.sec.gov/Archives/edgar/data//0001321741/000152440814000004/0001524408-14-000004-index.html,Form SC 13G,Form SC 13G - Statement of acquisition of beneficial ownership by individuals:,0001321741
000119312514034973,2014-02-04,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514034973/0001193125-14-034973-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000114420414005869,2014-02-04,https://www.sec.gov/Archives/edgar/data//0001321741/000114420414005869/0001144204-14-005869-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312514032702,2014-02-03,https://www.sec.gov/Archives/edgar/data//0001321741/000119312514032702/0001193125-14-032702-index.html,Form SC 13G/A,Form SC 13G/A - Statement of acquisition of beneficial ownership by individuals: ,0001321741
000108636414000772,2014-01-28,https://www.sec.gov/Archives/edgar/data//0001321741/000108636414000772/0001086364-14-000772-index.html,Form SC 13G,Form SC 13G - Statement of acquisition of beneficial ownership by individuals:,0001321741
000129993314000031,2014-01-07,https://www.sec.gov/Archives/edgar/data//0001321741/000129993314000031/0001299933-14-000031-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312513476137,2013-12-17,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513476137/0001193125-13-476137-index.html,Form 40-17G,Form 40-17G - Fidelity Bond [Rule 17G-1(g)]:,0001321741
000123828413000012,2013-12-16,https://www.sec.gov/Archives/edgar/data//0001321741/000123828413000012/0001238284-13-000012-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000123828413000011,2013-12-13,https://www.sec.gov/Archives/edgar/data//0001321741/000123828413000011/0001238284-13-000011-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000123828413000010,2013-12-11,https://www.sec.gov/Archives/edgar/data//0001321741/000123828413000010/0001238284-13-000010-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000090019913000007,2013-12-11,https://www.sec.gov/Archives/edgar/data//0001321741/000090019913000007/0000900199-13-000007-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000119312513460746,2013-12-03,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513460746/0001193125-13-460746-index.html,Form SC 13G/A,Form SC 13G/A - Statement of acquisition of beneficial ownership by individuals: ,0001321741
000123828413000008,2013-12-02,https://www.sec.gov/Archives/edgar/data//0001321741/000123828413000008/0001238284-13-000008-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000123828413000007,2013-11-27,https://www.sec.gov/Archives/edgar/data//0001321741/000123828413000007/0001238284-13-000007-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000090019913000006,2013-11-20,https://www.sec.gov/Archives/edgar/data//0001321741/000090019913000006/0000900199-13-000006-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000123827913000001,2013-11-15,https://www.sec.gov/Archives/edgar/data//0001321741/000123827913000001/0001238279-13-000001-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000148244213000001,2013-11-13,https://www.sec.gov/Archives/edgar/data//0001321741/000148244213000001/0001482442-13-000001-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000114420413059260,2013-11-06,https://www.sec.gov/Archives/edgar/data//0001321741/000114420413059260/0001144204-13-059260-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312513430182,2013-11-06,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513430182/0001193125-13-430182-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000129993313001775,2013-10-08,https://www.sec.gov/Archives/edgar/data//0001321741/000129993313001775/0001299933-13-001775-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000114420413049132,2013-09-04,https://www.sec.gov/Archives/edgar/data//0001321741/000114420413049132/0001144204-13-049132-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312513326962,2013-08-08,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513326962/0001193125-13-326962-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000150430413000007,2013-08-05,https://www.sec.gov/Archives/edgar/data//0001321741/000150430413000007/0001504304-13-000007-index.html,Form DEFC14A,"Form DEFC14A - Definitive proxy statement, contested solicitations:",0001321741
000114420413041669,2013-07-29,https://www.sec.gov/Archives/edgar/data//0001321741/000114420413041669/0001144204-13-041669-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312513307420,2013-07-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513307420/0001193125-13-307420-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000119312513306282,2013-07-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513306282/0001193125-13-306282-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
999999999513002220,2013-07-29,https://www.sec.gov/Archives/edgar/data//0001321741/999999999513002220/9999999995-13-002220-index.html,Form EFFECT,Form EFFECT - Notice of Effectiveness:,0001321741
000119312513302483,2013-07-25,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513302483/0001193125-13-302483-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
000150430413000005,2013-07-23,https://www.sec.gov/Archives/edgar/data//0001321741/000150430413000005/0001504304-13-000005-index.html,Form DEFC14A,"Form DEFC14A - Definitive proxy statement, contested solicitations:",0001321741
000119312513289471,2013-07-12,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513289471/0001193125-13-289471-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
000119312513271868,2013-06-26,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513271868/0001193125-13-271868-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
000119312513266636,2013-06-21,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513266636/0001193125-13-266636-index.html,Form DEF 14A,Form DEF 14A - Other definitive proxy statements:,0001321741
000129993313001133,2013-06-17,https://www.sec.gov/Archives/edgar/data//0001321741/000129993313001133/0001299933-13-001133-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312513251822,2013-06-07,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513251822/0001193125-13-251822-index.html,Form POS 8C,Form POS 8C - Post-effective amendments filed by certain investment companies [Section 8(c)]:,0001321741
000119312513219907,2013-05-14,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513219907/0001193125-13-219907-index.html,Form 10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]:",0001321741
000114420413028744,2013-05-14,https://www.sec.gov/Archives/edgar/data//0001321741/000114420413028744/0001144204-13-028744-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312513214248,2013-05-10,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513214248/0001193125-13-214248-index.html,Form PRE 14A,Form PRE 14A - Other preliminary proxy statements:,0001321741
000119312513196219,2013-05-02,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513196219/0001193125-13-196219-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312513048428,2013-02-11,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513048428/0001193125-13-048428-index.html,Form SC 13G/A,Form SC 13G/A - Statement of acquisition of beneficial ownership by individuals: ,0001321741
000119312513034696,2013-02-01,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513034696/0001193125-13-034696-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000090019913000004,2013-02-01,https://www.sec.gov/Archives/edgar/data//0001321741/000090019913000004/0000900199-13-000004-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000119312513026191,2013-01-28,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513026191/0001193125-13-026191-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312513026172,2013-01-28,https://www.sec.gov/Archives/edgar/data//0001321741/000119312513026172/0001193125-13-026172-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000119312512504524,2012-12-17,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512504524/0001193125-12-504524-index.html,Form 40-17G,Form 40-17G - Fidelity Bond [Rule 17G-1(g)]:,0001321741
000129993312002666,2012-11-29,https://www.sec.gov/Archives/edgar/data//0001321741/000129993312002666/0001299933-12-002666-index.html,Form 8-K/A,Form 8-K/A - Current report: ,0001321741
000129993312002650,2012-11-28,https://www.sec.gov/Archives/edgar/data//0001321741/000129993312002650/0001299933-12-002650-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312512439384,2012-10-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512439384/0001193125-12-439384-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000119312512439119,2012-10-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512439119/0001193125-12-439119-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000129993312002304,2012-10-15,https://www.sec.gov/Archives/edgar/data//0001321741/000129993312002304/0001299933-12-002304-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000132174112000006,2012-10-12,https://www.sec.gov/Archives/edgar/data//0001321741/000132174112000006/0001321741-12-000006-index.html,Form 3,Form 3 - Initial statement of beneficial ownership of securities:,0001321741
000119312512418540,2012-10-09,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512418540/0001193125-12-418540-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312512412896,2012-10-02,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512412896/0001193125-12-412896-index.html,Form 497,Form 497 - Definitive materials:,0001321741
000119312512412785,2012-10-02,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512412785/0001193125-12-412785-index.html,Form POS EX,Form POS EX - Post-effective amendment adding exhibits to registration statement [Rule 462(d)]:,0001321741
000119312512412543,2012-10-02,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512412543/0001193125-12-412543-index.html,Form 497AD,Form 497AD - Filing by certain investment companies of Rule 482 advertising [Rule 497 and 482(c)]:,0001321741
000119312512411540,2012-10-01,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512411540/0001193125-12-411540-index.html,Form 497AD,Form 497AD - Filing by certain investment companies of Rule 482 advertising [Rule 497 and 482(c)]:,0001321741
000119312512411375,2012-10-01,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512411375/0001193125-12-411375-index.html,Form 497,Form 497 - Definitive materials:,0001321741
000119312512399961,2012-09-21,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512399961/0001193125-12-399961-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312512354069,2012-08-14,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512354069/0001193125-12-354069-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312512322605,2012-07-30,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512322605/0001193125-12-322605-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312512322533,2012-07-30,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512322533/0001193125-12-322533-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
999999999512002285,2012-07-27,https://www.sec.gov/Archives/edgar/data//0001321741/999999999512002285/9999999995-12-002285-index.html,Form EFFECT,Form EFFECT - Notice of Effectiveness:,0001321741
000119312512313830,2012-07-25,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512313830/0001193125-12-313830-index.html,Form CORRESP,Form CORRESP - Correspondence:,0001321741
000119312512304887,2012-07-17,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512304887/0001193125-12-304887-index.html,Form N-2/A,Form N-2/A - Registration statement for closed-end investment companies: ,0001321741
000119312512302101,2012-07-13,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512302101/0001193125-12-302101-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
000119312512289889,2012-06-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512289889/0001193125-12-289889-index.html,Form DEFA14A,Form DEFA14A - Additional definitive proxy soliciting materials and Rule 14(a)(12) material:,0001321741
000089843212000756,2012-06-29,https://www.sec.gov/Archives/edgar/data//0001321741/000089843212000756/0000898432-12-000756-index.html,Form 40-APP/A,Form 40-APP/A - Application for exemption and other relief filed under the Investment Company Act of 1940: ,0001321741
999999999712011161,2012-06-29,https://www.sec.gov/Archives/edgar/data//0001321741/999999999712011161/9999999997-12-011161-index.html,Form ARS,Form ARS - Annual Report to Security Holders:,0001321741
000119312512279650,2012-06-22,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512279650/0001193125-12-279650-index.html,Form CORRESP,Form CORRESP - Correspondence:,0001321741
000119312512279639,2012-06-22,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512279639/0001193125-12-279639-index.html,Form DEF 14A,Form DEF 14A - Other definitive proxy statements:,0001321741
000119312512258865,2012-06-04,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512258865/0001193125-12-258865-index.html,Form N-2,Form N-2 - Registration statement for closed-end investment companies:,0001321741
000119312512241859,2012-05-21,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512241859/0001193125-12-241859-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312512241830,2012-05-21,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512241830/0001193125-12-241830-index.html,Form 10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]:",0001321741
000119312512215122,2012-05-07,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512215122/0001193125-12-215122-index.html,Form PRE 14A,Form PRE 14A - Other preliminary proxy statements:,0001321741
000089843212000498,2012-04-19,https://www.sec.gov/Archives/edgar/data//0001321741/000089843212000498/0000898432-12-000498-index.html,Form 40-APP/A,Form 40-APP/A - Application for exemption and other relief filed under the Investment Company Act of 1940: ,0001321741
999999999712007036,2012-04-10,https://www.sec.gov/Archives/edgar/data//0001321741/999999999712007036/9999999997-12-007036-index.html,Form CERTNAS,Form CERTNAS - Certification by the Nasdaq Stock Market approving securities for listing:,0001321741
000132174112000002,2012-03-15,https://www.sec.gov/Archives/edgar/data//0001321741/000132174112000002/0001321741-12-000002-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000119312512096648,2012-03-05,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512096648/0001193125-12-096648-index.html,Form 8-A12B/A,Form 8-A12B/A - Registration of securities [Section 12(b)]: ,0001321741
000119312512089681,2012-02-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512089681/0001193125-12-089681-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312512089654,2012-02-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512089654/0001193125-12-089654-index.html,Form 8-A12B,Form 8-A12B - Registration of securities [Section 12(b)]:,0001321741
000119312512089631,2012-02-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512089631/0001193125-12-089631-index.html,Form POS EX,Form POS EX - Post-effective amendment adding exhibits to registration statement [Rule 462(d)]:,0001321741
000119312512088482,2012-02-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512088482/0001193125-12-088482-index.html,Form 497,Form 497 - Definitive materials:,0001321741
000119312512086965,2012-02-29,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512086965/0001193125-12-086965-index.html,Form 497AD,Form 497AD - Filing by certain investment companies of Rule 482 advertising [Rule 497 and 482(c)]:,0001321741
000119312512080088,2012-02-27,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512080088/0001193125-12-080088-index.html,Form 497AD,Form 497AD - Filing by certain investment companies of Rule 482 advertising [Rule 497 and 482(c)]:,0001321741
000119312512080079,2012-02-27,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512080079/0001193125-12-080079-index.html,Form 497,Form 497 - Definitive materials:,0001321741
000119312512062661,2012-02-15,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512062661/0001193125-12-062661-index.html,Form SC 13G/A,Form SC 13G/A - Statement of acquisition of beneficial ownership by individuals: ,0001321741
000090221912000207,2012-02-14,https://www.sec.gov/Archives/edgar/data//0001321741/000090221912000207/0000902219-12-000207-index.html,Form SC 13G/A,Form SC 13G/A - Statement of acquisition of beneficial ownership by individuals: ,0001321741
000093687212000005,2012-02-14,https://www.sec.gov/Archives/edgar/data//0001321741/000093687212000005/0000936872-12-000005-index.html,Form SC 13G/A,Form SC 13G/A - Statement of acquisition of beneficial ownership by individuals: ,0001321741
000119312512052740,2012-02-10,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512052740/0001193125-12-052740-index.html,Form SC 13G/A,Form SC 13G/A - Statement of acquisition of beneficial ownership by individuals: ,0001321741
000119312512034500,2012-02-01,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512034500/0001193125-12-034500-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312512034435,2012-02-01,https://www.sec.gov/Archives/edgar/data//0001321741/000119312512034435/0001193125-12-034435-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000132174112000001,2012-01-30,https://www.sec.gov/Archives/edgar/data//0001321741/000132174112000001/0001321741-12-000001-index.html,Form 4,Form 4 - Statement of changes in beneficial ownership of securities:,0001321741
000129993311003690,2011-12-30,https://www.sec.gov/Archives/edgar/data//0001321741/000129993311003690/0001299933-11-003690-index.html,Form 8-K,Form 8-K - Current report:,0001321741
000119312511351709,2011-12-23,https://www.sec.gov/Archives/edgar/data//0001321741/000119312511351709/0001193125-11-351709-index.html,Form 40-17G,Form 40-17G - Fidelity Bond [Rule 17G-1(g)]:,0001321741
000089843211001447,2011-12-21,https://www.sec.gov/Archives/edgar/data//0001321741/000089843211001447/0000898432-11-001447-index.html,Form 40-APP/A,Form 40-APP/A - Application for exemption and other relief filed under the Investment Company Act of 1940: ,0001321741
000132174111000020,2011-11-15,https://www.sec.gov/Archives/edgar/data//0001321741/000132174111000020/0001321741-11-000020-index.html,Form 3,Form 3 - Initial statement of beneficial ownership of securities:,0001321741
000119312511292878,2011-11-02,https://www.sec.gov/Archives/edgar/data//0001321741/000119312511292878/0001193125-11-292878-index.html,Form 10-Q,Form 10-Q - Quarterly report [Sections 13 or 15(d)]:,0001321741
000119312511292867,2011-11-02,https://www.sec.gov/Archives/edgar/data//0001321741/000119312511292867/0001193125-11-292867-index.html,Form 8-K,Form 8-K - Current report:,0001321741
